offering_id,hotel,city,avg_rating,sentiment_score,pros,cons,n_reviews
AVwdQXFA_7pvs4fz38Rr,Best Western Regency Inn,Danville,3.0,0.5,[],['slow wifi'],1
AVwdQZikkufWRAb53-mA,Comfort Inn Ballston,Arlington,4.75,0.9375,"['clean rooms', 'comfortable', 'food', 'location']",['small rooms'],4
AVwdQdH8_7pvs4fz39NN,Quality Inn,Russellville,2.0,0.25,[],['cleanliness'],1
AVwdQeSUByjofQCxnMdM,Sleep Inn Suites,Idaho Falls,5.0,1.0,"['friendly staff', 'food', 'clean rooms']",[],2
AVwdQlmrIN2L1WUft68_,Rodeway Inn,Tilton,1.0,0.0,[],[],1
AVwdQtJyIN2L1WUft8Z-,Biddeford Motel,Biddeford,1.0,0.0,[],"['cleanliness', 'rude staff']",1
AVwdQvX-IN2L1WUft81h,Fairway Inn,Elkhart,2.5,0.375,[],"['broken', 'rude staff']",2
AVwdQx2SByjofQCxnQJ6,Best Western Plus Murray Hill Hotel & Suites,New Providence,5.0,1.0,"['clean rooms', 'friendly staff', 'location']",[],1
AVwdR-VR_7pvs4fz4N6s,Pine Cone Motel,Willits,3.0,0.5,[],[],1
AVwdR1DDkufWRAb54OZF,America's Best Value Inn Suites,Mount Pleasant,3.0,0.5,[],[],1
AVwdRH7-_7pvs4fz4FJ5,Hyatt House Pleasanton,Pleasanton,4.6667,0.9167,"['friendly staff', 'food', 'comfortable']",[],3
AVwdRKnh_7pvs4fz4FkJ,Governor's Inn,Tallahassee,3.8,0.7,"['location', 'comfortable']","['small rooms', 'noisy rooms']",5
AVwdRL-jByjofQCxnUmO,Marquee Suites,Lanesboro,5.0,1.0,"['clean rooms', 'location', 'comfortable']",[],1
AVwdRN9o_7pvs4fz4GIn,Courtyard San Antonio SeaWorld®/Lackland,San Antonio,3.0,0.5,[],[],1
AVwdRR0TByjofQCxnVeZ,Comfort Inn,Lewiston,1.0,0.0,[],[],1
AVwdRVEDByjofQCxnV5R,Economy Inn Suites,Henderson,4.0,0.75,"['clean rooms', 'comfortable', 'friendly staff']",[],2
AVwdRaBO_7pvs4fz4IBU,Alamo Motel,Los Alamos,3.0,0.5,[],[],1
AVwdRcddkufWRAb54KH3,Residence Inn Annapolis,Annapolis,4.5,0.875,"['friendly staff', 'location', 'food', 'clean rooms', 'comfortable']",[],4
AVwdRcg_kufWRAb54KIh,Culver Cove Resort,Culver,2.5,0.375,[],['cleanliness'],2
AVwdRp4DIN2L1WUfuGZZ,Sandy Neck Motel,East Sandwich,4.0,0.75,"['clean rooms', 'location', 'comfortable']",[],1
AVwdRpzaByjofQCxnZQ8,Red Roof Inn Allentown Airport,Allentown,3.1667,0.5417,"['clean rooms', 'comfortable', 'value', 'friendly staff', 'location']","['small rooms', 'cleanliness', 'broken', 'slow wifi']",12
AVwdSAbxByjofQCxndJK,Drury Inn & Suites Atlanta Airport,Atlanta,3.7586,0.6897,"['friendly staff', 'food', 'comfortable', 'clean rooms', 'value', 'location']","['noisy rooms', 'broken', 'small rooms', 'cleanliness', 'slow wifi']",29
AVwdSCQbIN2L1WUfuKk9,The Chocolate Turtle Bed & Breakfast,Corrales,4.7143,0.9286,"['food', 'view', 'comfortable', 'value', 'clean rooms', 'friendly staff']",['small rooms'],7
AVwdSL7dIN2L1WUfuMMQ,Courtyard Columbia,Columbia,4.6667,0.9167,"['friendly staff', 'clean rooms', 'food', 'good wifi', 'location']",['slow wifi'],3
AVwdSP7IIN2L1WUfuMyQ,Cozy Villa Motel,Daytona Beach,5.0,1.0,[],[],1
AVwdSU1lIN2L1WUfuNkO,Staybridge Suites Omaha 80th And Dodge,Omaha,4.0,0.75,['friendly staff'],['rude staff'],1
AVwdSok__7pvs4fz4U5b,Best Western University Inn,Murray,4.5,0.875,"['friendly staff', 'food', 'clean rooms', 'location', 'value']",['small rooms'],4
AVwdSrJx_7pvs4fz4VT2,Travelodge-lax South,El Segundo,3.5,0.625,"['clean rooms', 'friendly staff', 'location']","['noisy rooms', 'cleanliness', 'rude staff']",10
AVwdSsYXkufWRAb54XOJ,Huddle Bay Motel Cottages,Bolton Landing,4.0,0.75,['clean rooms'],[],1
AVwdStur_7pvs4fz4Vw4,Motel 6,Redding,4.0,0.75,['location'],[],1
AVwdSwRLByjofQCxnk5Z,Riviera Motel,Aurora,1.0,0.0,[],"['cleanliness', 'rude staff']",1
AVwdT6nuIN2L1WUfueWU,Home2 Suites by Hilton St. Louis/ Forest Park,Saint Louis,5.0,1.0,"['friendly staff', 'clean rooms', 'location', 'comfortable', 'food']",[],2
AVwdTAuO_7pvs4fz4ZRE,Hampton Inn Suites Springdale,Springdale,5.0,1.0,"['clean rooms', 'friendly staff', 'food']",[],1
AVwdTEyTByjofQCxnojP,Hampton Inn Suites Monroe,Monroe,5.0,1.0,"['friendly staff', 'food']",[],1
AVwdTHcuByjofQCxno_3,Residence Inn Phoenix North/Happy Valley,Phoenix,4.0,0.75,['friendly staff'],[],1
AVwdTMYZ_7pvs4fz4bKf,Holiday Inn Express Suites Northwood,Northwood,4.0,0.75,['friendly staff'],[],1
AVwdTNQcIN2L1WUfuXG6,Days Inn Oklahoma City/Moore,Oklahoma City,4.0,0.75,"['friendly staff', 'clean rooms', 'food', 'comfortable']","['noisy rooms', 'slow wifi']",5
AVwdTQ-eByjofQCxnqoR,Red Roof Inn & Suites Dekalb,DeKalb,3.5,0.625,"['clean rooms', 'friendly staff', 'comfortable', 'value']",['noisy rooms'],2
AVwdTTE3ByjofQCxnrAh,Oxford Suites Boise,Boise,4.5,0.875,"['friendly staff', 'food', 'clean rooms', 'comfortable', 'location', 'value']",[],18
AVwdTauckufWRAb54fIK,Residence Inn San Diego Central,San Diego,5.0,1.0,"['friendly staff', 'location', 'food']",[],1
AVwdTcOPkufWRAb54faJ,Park City Peaks Hotel,Park City,3.0,0.5,[],['broken'],1
AVwdTiJ0_7pvs4fz4er6,Dunes Village Resort,Myrtle Beach,4.5,0.875,"['friendly staff', 'clean rooms', 'food', 'value', 'view', 'comfortable']",[],6
AVwdTtLzByjofQCxnu8i,The Bertram Inn & Conference Center,Aurora,2.0,0.25,[],['slow wifi'],1
AVwdTz_0_7pvs4fz4hYe,Hampton Inn & Suites Rochester/Victor,Victor,4.75,0.9375,"['friendly staff', 'food', 'location', 'value', 'clean rooms', 'comfortable']",['noisy rooms'],4
AVwdUA56ByjofQCxnyMd,Comfort Suites,Fort Wayne,4.6667,0.9167,"['clean rooms', 'friendly staff', 'location', 'comfortable', 'food']",['slow wifi'],3
AVwdUCbxkufWRAb54len,Holiday Inn Express & Suites Lake Placid,Lake Placid,4.0,0.75,"['friendly staff', 'good wifi']",['slow wifi'],1
AVwdUCzsByjofQCxnyg3,SpringHill Suites Paso Robles Atascadero,Atascadero,5.0,1.0,"['clean rooms', 'friendly staff', 'location']",[],1
AVwdUDQhIN2L1WUfufoz,Blackwater Inn Milton,Milton,2.0,0.25,[],['rude staff'],2
AVwdUKE3_7pvs4fz4lE-,Hotel Phillips,Kansas City,4.2,0.8,"['friendly staff', 'comfortable', 'clean rooms', 'good wifi', 'location']","['broken', 'noisy rooms', 'small rooms']",5
AVwdUKJdByjofQCxnzt8,Quality Inn,Terre Haute,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable', 'food']",[],1
AVwdULI7IN2L1WUfug3B,Hampton Inn Las Vegas North Speedway,North Las Vegas,4.6667,0.9167,"['friendly staff', 'comfortable', 'location', 'clean rooms', 'food']",['rude staff'],3
AVwdUM44_7pvs4fz4leH,Sands Resort,Ocean Shores,1.0,0.0,[],[],1
AVwdUMFYIN2L1WUfuhAe,Comfort Inn,Hadley,2.0,0.25,[],['small rooms'],1
AVwdUZ5-kufWRAb54pRh,"Brisas del Mar, Inn at the Beach",Santa Barbara,4.3333,0.8333,"['friendly staff', 'food', 'clean rooms', 'location', 'comfortable']",[],6
AVwdUbF0IN2L1WUfujkl,Wilbraham Inn,Wilbraham,1.0,0.0,[],['cleanliness'],1
AVwdUgZoByjofQCxn3a3,Days Inn Ames,Ames,1.0,0.0,[],[],1
AVwdUhstkufWRAb54qil,Arrowhead Motel,Burnet,1.0,0.0,[],['cleanliness'],1
AVwdUl7HkufWRAb54rVG,Best Western Plus Kelly Inn Suites,Billings,4.3333,0.8333,"['food', 'friendly staff', 'value', 'clean rooms', 'comfortable', 'good wifi']",['broken'],6
AVwdUmntIN2L1WUfuldh,Courtyard Oakland Airport,Oakland,5.0,1.0,['friendly staff'],[],1
AVwdUtmQByjofQCxn5nB,Courtyard Indianapolis Castleton,Indianapolis,4.0,0.75,"['clean rooms', 'friendly staff', 'location']",[],1
AVwdV1vUkufWRAb544qz,hampton inn Springfield southeast,Springfield,5.0,1.0,"['friendly staff', 'location', 'clean rooms', 'food']",[],2
AVwdV3-D_7pvs4fz43p7,Hampton Inn & Suites Woodstock Va,Woodstock,5.0,1.0,"['clean rooms', 'location', 'value', 'friendly staff']",[],2
AVwdVETiByjofQCxn9Vz,Falls Motel,Black River Falls,5.0,1.0,['food'],[],1
AVwdVFGMByjofQCxn9fU,Days Inn,Davenport,5.0,1.0,"['clean rooms', 'friendly staff', 'view']",[],1
AVwdVHaLByjofQCxn93n,Econo Lodge,Coralville,1.0,0.0,[],['cleanliness'],1
AVwdVX_-kufWRAb54zqj,Wild River Inn,Grants Pass,1.0,0.0,[],['noisy rooms'],2
AVwdVj1eByjofQCxoCf8,Harbor Resort,Westport,3.5,0.625,"['location', 'view']",['rude staff'],2
AVwdVlVNIN2L1WUfuv2g,Koloa Landing Resort,Koloa,2.0,0.25,[],"['cleanliness', 'broken', 'noisy rooms']",2
AVwdVuRoByjofQCxoETr,River Side Motel Marina,Manistee,3.0,0.5,[],['small rooms'],1
AVwdVxHt_7pvs4fz42YS,Courtyard Scranton Wilkes-Barre,Moosic,4.1667,0.7917,"['friendly staff', 'comfortable', 'clean rooms', 'location', 'food']",[],6
AVwdW-aS_7pvs4fz5Dro,Courtyard Gainesville,Gainesville,4.0,0.75,"['location', 'friendly staff', 'comfortable', 'clean rooms']",[],4
AVwdWJtQIN2L1WUfu2X7,Famous Shores Motel,Daytona Beach,4.0,0.75,['location'],[],1
AVwdWKXVIN2L1WUfu2f0,Blue Gables Motel,Buffalo,4.5,0.875,"['friendly staff', 'location', 'comfortable']",[],2
AVwdWptGkufWRAb55Bmj,Comfort Suites Outlet Center,Asheville,3.8,0.7,"['friendly staff', 'clean rooms', 'location', 'comfortable', 'view', 'food']",['small rooms'],5
AVwdX54iIN2L1WUfvJPW,Best Western Designer Inn & Suites,Galena,4.0,0.75,"['friendly staff', 'food']",[],1
AVwdXhEg_7pvs4fz5Jcn,The Captain's Manor Inn,Falmouth,5.0,1.0,"['food', 'location', 'comfortable', 'friendly staff', 'view']",[],5
AVwdXjyV_7pvs4fz5J6n,High Point World Resort,Kissimmee,4.25,0.8125,"['clean rooms', 'friendly staff', 'good wifi']","['slow wifi', 'broken']",4
AVwdXmLw_7pvs4fz5KVd,Hilton Garden Inn Phoenix Airport,Phoenix,5.0,1.0,"['food', 'clean rooms', 'comfortable', 'friendly staff']",[],2
AVwdXngiByjofQCxoZGE,Desert Hills Motel,Tulsa,5.0,1.0,[],[],1
AVwdXptqkufWRAb55MHX,Le Merigot At Tropicana,Evansville,3.0,0.5,[],[],1
AVwdXrDyByjofQCxoZt5,Red Roof Inn & Suites Newark-university,Newark,3.1935,0.5484,"['friendly staff', 'food', 'location', 'value', 'clean rooms', 'comfortable']","['cleanliness', 'broken', 'slow wifi', 'small rooms', 'noisy rooms', 'expensive']",31
AVwdXs1CIN2L1WUfvHA5,Red Lion Inn & Suites McMinnville,McMinnville,3.5714,0.6429,"['friendly staff', 'location', 'clean rooms', 'food']","['rude staff', 'slow wifi']",7
AVwdY9eSByjofQCxonFk,XV Beacon,Boston,5.0,1.0,"['clean rooms', 'friendly staff', 'location', 'comfortable']",[],1
AVwdYBya_7pvs4fz5O1m,Best Western Plus Easton Inn Suites,Easton,5.0,1.0,"['clean rooms', 'comfortable']",[],1
AVwdYDlvIN2L1WUfvKsE,Shore Hotel,Santa Monica,4.0625,0.7656,"['friendly staff', 'location', 'comfortable', 'clean rooms', 'view', 'food']","['small rooms', 'expensive', 'noisy rooms']",32
AVwdYHLfkufWRAb55Q5u,Super 8 Delavan Near Lake Geneva,Delavan,1.0,0.0,[],['cleanliness'],1
AVwdYcSs_7pvs4fz5Sz5,Drury Inn Bowling Green,Bowling Green,4.375,0.8438,"['food', 'friendly staff', 'clean rooms', 'comfortable', 'location']","['small rooms', 'broken']",8
AVwdYhdSkufWRAb55UzN,Quality Inn,Brooksville,5.0,1.0,"['friendly staff', 'location', 'food']",[],2
AVwdYr0EIN2L1WUfvQ7x,Comfort Inn,Wytheville,5.0,1.0,"['friendly staff', 'location', 'comfortable', 'food']",[],1
AVwdYrkeIN2L1WUfvQ5Y,La Quinta Inn & Suites Dallas Grand Prairie South,Grand Prairie,4.25,0.8125,"['friendly staff', 'clean rooms', 'food', 'location']",[],4
AVwdYtHI_7pvs4fz5Vwf,Best Western Executive Inn,Marshall,4.0,0.75,"['clean rooms', 'comfortable', 'food']",['noisy rooms'],2
AVwdYu3LByjofQCxokeB,Best Western Plus Clearfield,Clearfield,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable']",['broken'],3
AVwdZ1ZHIN2L1WUfvdFu,Best Western Radford Inn,Radford,2.5,0.375,['comfortable'],"['slow wifi', 'small rooms']",4
AVwdZ3LO_7pvs4fz5iKN,Jen's Motel,Center Rutland,1.0,0.0,[],['cleanliness'],1
AVwdZ9a8_7pvs4fz5jLp,Caboose Motel,Titusville,4.0,0.75,"['clean rooms', 'comfortable']",['broken'],1
AVwdZANLIN2L1WUfvUeh,Mamaroneck Motel,Mamaroneck,3.5,0.625,['friendly staff'],[],2
AVwdZCNkkufWRAb55aSK,Courtyard by Marriott Scottsdale Salt River,Scottsdale,5.0,1.0,"['friendly staff', 'comfortable', 'location']",[],2
AVwdZUqUIN2L1WUfvX1-,Fairfield Inn Helena,Helena,5.0,1.0,['friendly staff'],[],1
AVwdZfwJByjofQCxostG,Ramada Louisville Expo Center,Louisville,3.3333,0.5833,[],[],3
AVwdZiL7kufWRAb55fnk,"The Cartwright Hotel - Union Square, BW Premier Collection",San Francisco,2.5,0.375,[],"['small rooms', 'noisy rooms', 'cleanliness']",2
AVwdZqsIkufWRAb55hDe,Rodeway Inn,Long Beach,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable', 'food', 'location']",[],2
AVwdZtSjkufWRAb55hiZ,Comfort Inn,Asheboro,5.0,1.0,"['clean rooms', 'location', 'comfortable', 'food']",[],1
AVwdZv04ByjofQCxovcE,Savanna Inn & Suites,Savanna,5.0,1.0,['friendly staff'],[],1
AVwd_6YpByjofQCxuXwM,Holiday Inn Express & Suites Atlanta East - Lithonia,Lithonia,5.0,1.0,"['clean rooms', 'comfortable']",[],1
AVwd_9UkkufWRAb5_G8n,Behind The Fence Bed & Breakfast Inn,Brandon,5.0,1.0,[],[],1
AVwd_M1-_7pvs4fz_Cib,Little Creel Resort,Chama,5.0,1.0,['friendly staff'],[],1
AVwd_MEhByjofQCxuRxR,Best Western Post Oak Inn,Burnet,4.2857,0.8214,"['friendly staff', 'clean rooms', 'food', 'comfortable', 'location', 'value']","['broken', 'noisy rooms']",7
AVwd_MPi_7pvs4fz_Cb6,Hotel Evernia,West Palm Beach,2.5,0.375,[],[],2
AVwd_PAVIN2L1WUf0_v7,Sunset Motel,West Springfield,5.0,1.0,"['clean rooms', 'friendly staff']",[],1
AVwd_QZo_7pvs4fz_DHD,Pacific Shores Inn,Morro Bay,3.3571,0.5893,"['comfortable', 'clean rooms', 'friendly staff', 'food', 'value', 'location']","['expensive', 'slow wifi', 'noisy rooms', 'cleanliness', 'broken', 'small rooms']",14
AVwd_WMCkufWRAb5_B7i,Hampton Inn Suites West Des Moines/SW Mall Area,West Des Moines,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable']",[],1
AVwd_dt-kufWRAb5_Cye,Meadowlands Plaza Hotel,Secaucus,3.6667,0.6667,"['friendly staff', 'food', 'location']",[],3
AVwd_lC3_7pvs4fz_Fqp,Chart House Suites On Clearwater Bay,Clearwater Beach,4.5,0.875,"['friendly staff', 'view', 'location', 'clean rooms']",['small rooms'],4
AVwd_sfHByjofQCxuVyK,Best Western Plus Independence Inn & Suites,Independence,5.0,1.0,[],[],1
AVwda3B-IN2L1WUfvoCd,Quality Inn,Harrisville,4.0,0.75,"['clean rooms', 'friendly staff', 'location', 'comfortable', 'food']",[],1
AVwdaBl_IN2L1WUfve6C,Hampton Baltimore/White Marsh,Nottingham,4.0,0.75,"['clean rooms', 'friendly staff', 'food', 'value']",['small rooms'],4
AVwdaEtSByjofQCxoyfu,Best Western Riverview Inn & Suites,Rahway,3.0,0.5,[],[],1
AVwdaFddIN2L1WUfvfi6,Best Western Danville Inn,Danville,3.7143,0.6786,"['clean rooms', 'friendly staff', 'comfortable', 'food', 'value']","['cleanliness', 'broken', 'slow wifi']",7
AVwdafbo_7pvs4fz5oo0,Econo Lodge South,Petoskey,1.0,0.0,[],['cleanliness'],1
AVwdahWKIN2L1WUfvkQW,Days Inn Milledgeville,Milledgeville,3.0,0.5,[],[],1
AVwdatg0ByjofQCxo5S5,Hampton Inn Hampton-Newport News,Hampton,4.5833,0.8958,"['friendly staff', 'clean rooms', 'food', 'location', 'comfortable']",[],12
AVwdb2TPByjofQCxpFwT,Comfort Inn & Suites,Chesapeake,4.0,0.75,"['clean rooms', 'food']",[],1
AVwdbAUYIN2L1WUfvpoH,Quality Inn Suites Airport,El Paso,3.0,0.5,[],[],1
AVwdbFoBIN2L1WUfvqbg,Hilton Garden Inn Wichita,Wichita,4.375,0.8438,"['clean rooms', 'friendly staff', 'food', 'location', 'comfortable', 'value']",['noisy rooms'],8
AVwdbL8hkufWRAb55xDQ,Holiday Inn Express & Suites Tacoma Downtown,Tacoma,3.5,0.625,"['friendly staff', 'comfortable', 'view', 'clean rooms']",['noisy rooms'],4
AVwdbM6R_7pvs4fz5wdc,Best Western at OHare,Des Plaines,3.75,0.6875,['friendly staff'],['noisy rooms'],4
AVwdbNKPIN2L1WUfvrq6,Extended Stay America Syracuse - Dewitt,East Syracuse,4.0,0.75,"['friendly staff', 'clean rooms', 'value']",[],2
AVwdbNSKByjofQCxo-w3,Hotel La Jolla,La Jolla,3.5,0.625,"['view', 'location', 'food', 'friendly staff', 'good wifi']",['slow wifi'],4
AVwdbPhX_7pvs4fz5w4U,Hampton Inn & Suites Tulsa South-bixby,Tulsa,4.2,0.8,"['friendly staff', 'location', 'clean rooms', 'food', 'comfortable']",['slow wifi'],5
AVwdbTmHIN2L1WUfvs0L,The Bunkhouse Inn,Augusta,5.0,1.0,"['comfortable', 'clean rooms', 'friendly staff', 'view']",[],2
AVwdb_kt_7pvs4fz55eY,Norfolk Country Inn & Suites,Norfolk,2.8333,0.4583,"['food', 'comfortable', 'value', 'clean rooms']","['noisy rooms', 'broken']",6
AVwdbdo_IN2L1WUfvuW5,Candlewood Suites Orange County/Irvine East,Lake Forest,5.0,1.0,['clean rooms'],[],1
AVwdbokNkufWRAb552A2,Redwood Motel,Chandler,4.0,0.75,['clean rooms'],[],1
AVwdbrLrkufWRAb552du,Ramada Plaza Albany,Albany,3.0,0.5,"['clean rooms', 'friendly staff', 'location', 'comfortable']","['small rooms', 'expensive']",3
AVwdcE1CByjofQCxpIZm,Quality Inn Suites Canton,Canton,5.0,1.0,"['clean rooms', 'friendly staff', 'location', 'comfortable']",[],1
AVwdcED3ByjofQCxpIRU,Concord Suites,Avalon,4.5,0.875,"['food', 'friendly staff']",[],2
AVwdcEKL_7pvs4fz56WS,Residence Inn Nashville Brentwood,Brentwood,3.5,0.625,['location'],[],2
AVwdcK7I_7pvs4fz57Qv,Cobblestone Hotel Suites,Seward,5.0,1.0,"['clean rooms', 'friendly staff', 'location', 'food']",[],2
AVwdcQ_1ByjofQCxpKUm,Hampton Inn and Suites Napa,Napa,4.32,0.83,"['friendly staff', 'food', 'location', 'clean rooms', 'comfortable', 'good wifi']","['expensive', 'slow wifi', 'rude staff']",25
AVwdcVLrkufWRAb559k2,Theater Motel,Westfield,3.3333,0.5833,['clean rooms'],"['expensive', 'broken']",3
AVwdcln_IN2L1WUfv6fs,Red Roof Inn Tallahassee,Tallahassee,3.2222,0.5556,"['location', 'comfortable']","['noisy rooms', 'broken', 'small rooms']",9
AVwdco4EIN2L1WUfv7F0,Econo Lodge,Holland,3.0,0.5,[],[],1
AVwdcoHLByjofQCxpODR,Fairfield Inn & Suites Naples,Naples,4.6667,0.9167,"['clean rooms', 'friendly staff', 'value']",[],3
AVwdcoMXIN2L1WUfv6-B,Quality Inn,Ogallala,3.6,0.65,"['friendly staff', 'food']","['small rooms', 'broken']",5
AVwdd0UIkufWRAb56L_a,Lake Pleasant Lodge,Speculator,5.0,1.0,"['friendly staff', 'view']",[],1
AVwddCFckufWRAb56Esb,Extended Stay America - Detroit/Ann Arbor - University South,Ann Arbor,3.0,0.5,[],"['noisy rooms', 'cleanliness', 'small rooms']",2
AVwddCJ5_7pvs4fz6EEg,Candlelight Inn Bed & Breakfast,Ronks,4.0,0.75,"['friendly staff', 'food', 'comfortable', 'clean rooms', 'location']",[],4
AVwddKFFIN2L1WUfwAUo,Sleep Inn,Orangeburg,2.0,0.25,[],"['slow wifi', 'cleanliness', 'noisy rooms']",3
AVwddMfdIN2L1WUfwAue,Royal Suite Lodge,Anchorage,1.0,0.0,[],"['noisy rooms', 'cleanliness']",1
AVwddQuQ_7pvs4fz6GMw,Appletree Inn,Independence,4.0,0.75,"['clean rooms', 'comfortable', 'food']",[],1
AVwddSUNByjofQCxpUr6,Econo Lodge,Pico Rivera,3.0,0.5,[],[],2
AVwddXlaIN2L1WUfwCRd,Kozy Rest Motel,Montello,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable']",['small rooms'],2
AVwddiIskufWRAb56JOp,Quality Inn Troy,Troy,5.0,1.0,['clean rooms'],[],1
AVwddvtLkufWRAb56LSt,The Colonial Hotel,Gardner,4.0,0.75,"['friendly staff', 'food', 'clean rooms']",[],2
AVwddxakByjofQCxpZKW,Extended Stay America - Atlanta - Perimeter - Hammond Drive,Atlanta,1.0,0.0,[],[],1
AVwddzTXIN2L1WUfwGRK,Super 8 Port Royal/beaufort,Port Royal,2.5,0.375,[],"['small rooms', 'broken']",2
AVwde3QykufWRAb56Vf5,Pasea Hotel & Spa,Huntington Beach,4.5,0.875,['location'],[],2
AVwdeDTyByjofQCxpbxW,Hilton Cleveland Downtown,Cleveland,5.0,1.0,"['clean rooms', 'friendly staff', 'location']",[],1
AVwdeIAvByjofQCxpcdk,Holiday Inn Express Alpharetta - Roswell,Alpharetta,4.5,0.875,"['clean rooms', 'friendly staff', 'food', 'value']",['broken'],2
AVwdeLcmByjofQCxpdDQ,Courtyard Bloomington,Bloomington,3.0,0.5,[],['broken'],1
AVwdeSuv_7pvs4fz6P-E,Motel 6,Oshkosh,5.0,1.0,[],[],1
AVwdeXZTByjofQCxpexg,Comfort Suites Alamo/River walk,San Antonio,4.6667,0.9167,"['friendly staff', 'location', 'clean rooms', 'food', 'comfortable']",['noisy rooms'],9
AVwdeXtd_7pvs4fz6Qul,Hampton Inn-lincolnton,Lincolnton,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable', 'food']",[],1
AVwde_7zByjofQCxpkZ_,Comfort Suites,Troy,5.0,1.0,"['food', 'value', 'clean rooms', 'good wifi', 'friendly staff']",[],2
AVwdedYBByjofQCxpfhj,Hat City Tavern,Danbury,5.0,1.0,"['location', 'food', 'comfortable', 'clean rooms', 'friendly staff']",[],3
AVwdeg90_7pvs4fz6R13,Best Western Granbury Inn Suites,Granbury,3.3333,0.5833,"['friendly staff', 'clean rooms', 'location', 'comfortable', 'food']",['small rooms'],3
AVwdeqUbkufWRAb56TrI,"Motel 6 Lake Charles, LA",Lake Charles,2.0,0.25,[],['noisy rooms'],1
AVwdeqacIN2L1WUfwOT5,Staybridge Suites Chantilly Dulles Airport,Chantilly,4.0,0.75,"['comfortable', 'friendly staff', 'food', 'clean rooms']",[],5
AVwdf2GAkufWRAb56ehu,Motel 6 Santa Fe - Cerrillos Road South,Santa Fe,2.0,0.25,"['clean rooms', 'value']",['noisy rooms'],3
AVwdfEPTByjofQCxpk_E,Best Western Canal Winchester Inn - Columbus South East,Canal Winchester,3.6,0.65,"['friendly staff', 'clean rooms', 'food']",['expensive'],5
AVwdfLgKIN2L1WUfwTDo,Extended Stay America Atlanta - Duluth,Duluth,2.75,0.4375,"['location', 'good wifi', 'friendly staff', 'food']","['slow wifi', 'small rooms']",4
AVwdfPyT_7pvs4fz6Ygv,Chalet Inn,Gatlinburg,3.0,0.5,[],[],2
AVwdfQaMkufWRAb56ZBj,Wheels Motel,Greybull,4.5,0.875,"['clean rooms', 'comfortable', 'friendly staff']",['broken'],2
AVwdfUT2_7pvs4fz6ZGu,The London West Hollywood,West Hollywood,4.3793,0.8448,"['friendly staff', 'food', 'view', 'comfortable', 'location']","['noisy rooms', 'broken', 'expensive']",29
AVwdfXNekufWRAb56Z8V,"Country Inn & Suites By Carlson, Ames, IA",Ames,4.6667,0.9167,"['friendly staff', 'food', 'clean rooms', 'comfortable', 'location']",[],3
AVwdf_AlByjofQCxpuGj,Daytona Shores Inn And Suites,Daytona Beach,2.6667,0.4167,"['clean rooms', 'friendly staff']",[],3
AVwdf_nC_7pvs4fz6fvN,Holiday Inn Express Clermont,Clermont,3.0,0.5,"['clean rooms', 'friendly staff']","['noisy rooms', 'broken']",2
AVwdfcZsByjofQCxpop-,Best Western Inn of Nacogdoches,Nacogdoches,4.5,0.875,"['food', 'clean rooms']",['expensive'],2
AVwdfd9zIN2L1WUfwV0M,Suburban Extended Stay Hotel,Port Arthur,5.0,1.0,['friendly staff'],[],1
AVwdfegEkufWRAb56a_N,"Country Inn & Suites By Carlson, Prairie du Chien",Prairie du Chien,4.0,0.75,"['comfortable', 'food']",['broken'],1
AVwdfibV_7pvs4fz6bKn,Indian Lodge,Fort Davis,4.0,0.75,"['clean rooms', 'location', 'comfortable', 'good wifi']","['slow wifi', 'broken']",1
AVwdfpBRByjofQCxpqoc,Viking Motel,Portland,5.0,1.0,"['clean rooms', 'friendly staff', 'location']",[],1
AVwdfryv_7pvs4fz6cj_,Quality Inn,Sierra Vista,3.5,0.625,"['clean rooms', 'friendly staff', 'location', 'comfortable', 'value']",['broken'],2
AVwdfya-IN2L1WUfwY7B,My Place Hotel-dickinson Nd,Dickinson,2.0,0.25,[],[],1
AVwdg97PkufWRAb56pfv,Hampton Inn Suites Lake Mary At Colonial Townpark,Lake Mary,4.1667,0.7917,"['friendly staff', 'food', 'location', 'clean rooms']",['noisy rooms'],6
AVwdgDBZIN2L1WUfwbss,Comfort Suites,Lafayette,3.0,0.5,"['location', 'comfortable', 'food']",[],2
AVwdgJGY_7pvs4fz6hRC,Four Points By Sheraton Chicago O'hare Airport,Schiller Park,4.0,0.75,['friendly staff'],['broken'],1
AVwdgPJD_7pvs4fz6iSB,Best Western Premier Crown Chase Inn & Suites,Denton,5.0,1.0,"['friendly staff', 'clean rooms', 'comfortable', 'food', 'location']",[],5
AVwdgPN-IN2L1WUfwdw4,Carroll Motel Cottages,Twin Mountain,5.0,1.0,"['clean rooms', 'comfortable', 'friendly staff', 'food']",[],2
AVwdgSq2IN2L1WUfweSG,"Drury Inn Suites Jackson, MO",Jackson,5.0,1.0,"['friendly staff', 'clean rooms', 'comfortable', 'food', 'location', 'good wifi']",[],5
AVwdgZzEByjofQCxpydr,Laura Lodge,Coalinga,3.5,0.625,"['clean rooms', 'comfortable']",['broken'],2
